candidato,votos,electo,lista,comuna,pacto,distrito,region
27. ARTURO ANGEL SALDES NU�EZ (H),143,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),MOSTAZAL,Del pueblo,D15,OHiggins
28. SEBASTIAN PATRICIO TOBAR VASQUEZ (H),191,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),MOSTAZAL,Del pueblo,D15,OHiggins
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),178,TRUE,CORRIENTES INDEPENDIENTES (D16),NANCAGUA,Del pueblo,D16,OHiggins
27. IANCU ANDRES CORDESCU DONOSO (H),86,FALSE,CORRIENTES INDEPENDIENTES (D16),NANCAGUA,Del pueblo,D16,OHiggins
28. FLOR MARIA ILIC GARCIA (M),99,FALSE,CORRIENTES INDEPENDIENTES (D16),NANCAGUA,Del pueblo,D16,OHiggins
29. CADUDZZI OSVALDO SALAS VERA (H),27,FALSE,CORRIENTES INDEPENDIENTES (D16),NANCAGUA,Del pueblo,D16,OHiggins
30. KATHERINE ELIZABETH VILLIBARES VILLIBARES (M),47,FALSE,CORRIENTES INDEPENDIENTES (D16),NANCAGUA,Del pueblo,D16,OHiggins
31. FRANCISCO GUILLERMO VALENZUELA AVILA (H),78,FALSE,CORRIENTES INDEPENDIENTES (D16),NANCAGUA,Del pueblo,D16,OHiggins
31. ELISA AMANDA GIUSTINIANOVICH CAMPOS (M),348,TRUE,COORDINADORA SOCIAL DE MAGALLANES (D28),NATALES,Del pueblo,D28,Magallanes
32. PABLO NICOLAS CIFUENTES VLADILO (H),110,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),NATALES,Del pueblo,D28,Magallanes
33. INES ELIZABETH VIDAL ANDRADE (M),59,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),NATALES,Del pueblo,D28,Magallanes
34. PATRICIO ANDRES FUENTES OLGUIN (H),1256,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),NATALES,Del pueblo,D28,Magallanes
35. JAVIER OMAR AGUILAR VERA (H),48,FALSE,COORDINADORA SOCIAL DE MAGALLANES (D28),NATALES,Del pueblo,D28,Magallanes
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),61,TRUE,CORRIENTES INDEPENDIENTES (D16),NAVIDAD,Del pueblo,D16,OHiggins
27. IANCU ANDRES CORDESCU DONOSO (H),16,FALSE,CORRIENTES INDEPENDIENTES (D16),NAVIDAD,Del pueblo,D16,OHiggins
28. FLOR MARIA ILIC GARCIA (M),95,FALSE,CORRIENTES INDEPENDIENTES (D16),NAVIDAD,Del pueblo,D16,OHiggins
29. CADUDZZI OSVALDO SALAS VERA (H),25,FALSE,CORRIENTES INDEPENDIENTES (D16),NAVIDAD,Del pueblo,D16,OHiggins
30. KATHERINE ELIZABETH VILLIBARES VILLIBARES (M),22,FALSE,CORRIENTES INDEPENDIENTES (D16),NAVIDAD,Del pueblo,D16,OHiggins
31. FRANCISCO GUILLERMO VALENZUELA AVILA (H),47,FALSE,CORRIENTES INDEPENDIENTES (D16),NAVIDAD,Del pueblo,D16,OHiggins
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),61,TRUE,CORRIENTES INDEPENDIENTES (D16),NAVIDAD,Del pueblo,D16,OHiggins
5. MARIA CONSUELO VILLASE�OR SOTO (M),65,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",NINHUE,Del pueblo,D19,BioBio
6. CESAR  URIBE ARAYA (H),70,TRUE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",NINHUE,Del pueblo,D19,BioBio
7. MISAELA  CORTEZ SANHUEZA (M),24,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",NINHUE,Del pueblo,D19,BioBio
8. NELSON ENRIQUE AGURTO PAVEZ (H),15,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",NINHUE,Del pueblo,D19,BioBio
9. XIMENA  PACHECO GONZALEZ (M),31,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",NINHUE,Del pueblo,D19,BioBio
10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H),12,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",NINHUE,Del pueblo,D19,BioBio
1. LISETTE LORENA VERGARA RIQUELME (M),384,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),NOGALES,Del pueblo,D6,Valparaiso
2. CRISTOBAL PATRICIO ANDRADE LEON (H),144,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),NOGALES,Del pueblo,D6,Valparaiso
3. VALERIA ELISA RETAMALES CORDOVA (M),140,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),NOGALES,Del pueblo,D6,Valparaiso
4. MANUEL ALEJANDRO GATICA JORQUERA (H),109,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),NOGALES,Del pueblo,D6,Valparaiso
5. ALEXANDRA MARIANA PEREZ CEPEDA (M),199,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),NOGALES,Del pueblo,D6,Valparaiso
6. RUBEN SEBASTIAN MIRANDA VASQUEZ (H),113,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),NOGALES,Del pueblo,D6,Valparaiso
7. CORINA DEL PILAR SILVA FIGUEROA (M),138,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),NOGALES,Del pueblo,D6,Valparaiso
8. ALEXIS ADRIAN GARCIA OLIVARES (H),80,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),NOGALES,Del pueblo,D6,Valparaiso
9. LORENA PAZ VICENCIO ARRIAGADA (M),172,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),NOGALES,Del pueblo,D6,Valparaiso
1. LUZ ELIANA ALCA TURRA (M),136,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),NUEVA IMPERIAL,Del pueblo,D23,Araucania
2. HELMUTH JACOBO MARTINEZ LLANCAPAN (H),376,TRUE,ELIGE LA LISTA DEL PUEBLO (D23),NUEVA IMPERIAL,Del pueblo,D23,Araucania
3. ROSSANA ANGELICA BETANCUR ESCOBAR (M),59,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),NUEVA IMPERIAL,Del pueblo,D23,Araucania
4. ALEJANDRO MAURICIO MELLADO GATICA (H),114,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),NUEVA IMPERIAL,Del pueblo,D23,Araucania
5. MARCELA DEL CARMEN LEPILAF PILQUIMAN (M),127,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),NUEVA IMPERIAL,Del pueblo,D23,Araucania
6. MARIO JAVIER FLORES CHAVEZ (H),68,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),NUEVA IMPERIAL,Del pueblo,D23,Araucania
7. XIMENA ALARCON FUENTEALBA (M),149,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),NUEVA IMPERIAL,Del pueblo,D23,Araucania
5. MARIA CONSUELO VILLASE�OR SOTO (M),94,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",NIQUEN,Del pueblo,D19,BioBio
6. CESAR  URIBE ARAYA (H),317,TRUE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",NIQUEN,Del pueblo,D19,BioBio
7. MISAELA  CORTEZ SANHUEZA (M),26,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",NIQUEN,Del pueblo,D19,BioBio
8. NELSON ENRIQUE AGURTO PAVEZ (H),30,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",NIQUEN,Del pueblo,D19,BioBio
9. XIMENA  PACHECO GONZALEZ (M),52,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",NIQUEN,Del pueblo,D19,BioBio
10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H),23,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",NIQUEN,Del pueblo,D19,BioBio
54. JUANA VERONICA MILLAL SANDOVAL (M),1558,FALSE,LA LISTA DEL PUEBLO (D10),NUNOA,Del pueblo,D10,Metropolitana
55. MANUEL MAURICIO WOLDARSKY GONZALEZ (H),2041,TRUE,LA LISTA DEL PUEBLO (D10),NUNOA,Del pueblo,D10,Metropolitana
56. PATRICIA STEFANIA NAVARRETE CORTES (M),1044,FALSE,LA LISTA DEL PUEBLO (D10),NUNOA,Del pueblo,D10,Metropolitana
57. ANDRES MATIAS SALDIAS SALGADO (H),269,FALSE,LA LISTA DEL PUEBLO (D10),NUNOA,Del pueblo,D10,Metropolitana
58. PAULINA ALEJANDRA ACEVEDO MENANTEAU (M),703,FALSE,LA LISTA DEL PUEBLO (D10),NUNOA,Del pueblo,D10,Metropolitana
59. ALEXIS CRISTOPHER GARRIDO NU�EZ (H),515,FALSE,LA LISTA DEL PUEBLO (D10),NUNOA,Del pueblo,D10,Metropolitana
60. VERONICA MILITZA GUZMAN QUILAQUEO (M),964,FALSE,LA LISTA DEL PUEBLO (D10),NUNOA,Del pueblo,D10,Metropolitana
61. DANIEL ISAIAS MARTINEZ BARRERA (H),204,FALSE,LA LISTA DEL PUEBLO (D10),NUNOA,Del pueblo,D10,Metropolitana
1. DEISY PAULINA AVENDA�O AVENDA�O (M),13,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",O'HIGGINS,Del pueblo,D27,Aisen
2. PATRICIO ORLANDO SEGURA ORTIZ (H),17,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",O'HIGGINS,Del pueblo,D27,Aisen
3. ILSIE BEATRIZ WOLF HERRERA (M),1,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",O'HIGGINS,Del pueblo,D27,Aisen
4. CECILIO ALIER AGUILAR GALINDO (H),5,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",O'HIGGINS,Del pueblo,D27,Aisen
5. JORGE CONTRERAS MU�OZ (H),15,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",O'HIGGINS,Del pueblo,D27,Aisen
24. LORETO CRISTINA VALLEJOS DAVILA (M),879,TRUE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),OLIVAR,Del pueblo,D15,OHiggins
25. ENRIQUE EDUARDO LOPEZ MENESES (H),219,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),OLIVAR,Del pueblo,D15,OHiggins
26. YANNETT SOLANGE ORTIZ MORALES (M),114,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),OLIVAR,Del pueblo,D15,OHiggins
27. ARTURO ANGEL SALDES NU�EZ (H),58,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),OLIVAR,Del pueblo,D15,OHiggins
28. SEBASTIAN PATRICIO TOBAR VASQUEZ (H),96,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),OLIVAR,Del pueblo,D15,OHiggins
23. DAYYANA GONZALEZ ARAYA (M),5,TRUE,LA LISTA DEL PUEBLO (D3),OLLAGUE,Del pueblo,D3,Antofagasta
24. WILFREDO EDUARDO LOBOS GODOY (H),8,FALSE,LA LISTA DEL PUEBLO (D3),OLLAGUE,Del pueblo,D3,Antofagasta
25. DALILA IVONNE PE�A MU�OZ (M),7,FALSE,LA LISTA DEL PUEBLO (D3),OLLAGUE,Del pueblo,D3,Antofagasta
26. CARLOS HUMBERTO HERNANDEZ OSSANDON (H),1,FALSE,LA LISTA DEL PUEBLO (D3),OLLAGUE,Del pueblo,D3,Antofagasta
27. ROSANA ANGELICA OLIVARES PAUCAY (M),2,FALSE,LA LISTA DEL PUEBLO (D3),OLLAGUE,Del pueblo,D3,Antofagasta
1. LISETTE LORENA VERGARA RIQUELME (M),206,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),OLMUE,Del pueblo,D6,Valparaiso
2. CRISTOBAL PATRICIO ANDRADE LEON (H),119,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),OLMUE,Del pueblo,D6,Valparaiso
3. VALERIA ELISA RETAMALES CORDOVA (M),76,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),OLMUE,Del pueblo,D6,Valparaiso
4. MANUEL ALEJANDRO GATICA JORQUERA (H),70,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),OLMUE,Del pueblo,D6,Valparaiso
5. ALEXANDRA MARIANA PEREZ CEPEDA (M),138,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),OLMUE,Del pueblo,D6,Valparaiso
6. RUBEN SEBASTIAN MIRANDA VASQUEZ (H),60,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),OLMUE,Del pueblo,D6,Valparaiso
7. CORINA DEL PILAR SILVA FIGUEROA (M),82,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),OLMUE,Del pueblo,D6,Valparaiso
8. ALEXIS ADRIAN GARCIA OLIVARES (H),66,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),OLMUE,Del pueblo,D6,Valparaiso
9. LORENA PAZ VICENCIO ARRIAGADA (M),111,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),OLMUE,Del pueblo,D6,Valparaiso
1. VICTORIA PILAR ARRIAGADA OYARZUN (M),2733,FALSE,LISTA DEL PUEBLO TRANSFORMANDO DESDE EL WILLI (D25),OSORNO,Del pueblo,D25,Los Lagos
2. AQUILES BERNABE MERCADO RIOSECO (H),634,FALSE,LISTA DEL PUEBLO TRANSFORMANDO DESDE EL WILLI (D25),OSORNO,Del pueblo,D25,Los Lagos
8. IVANNA DANIELA OLIVARES MIRANDA (M),1161,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),OVALLE,Del pueblo,D5,Coquimbo
9. DANIEL ALEJANDRO BRAVO SILVA (H),678,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),OVALLE,Del pueblo,D5,Coquimbo
10. MARIA CONSUELO INFANTE CORREA (M),1011,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),OVALLE,Del pueblo,D5,Coquimbo
11. DIEGO IGNACIO FIGUEROA BEECHER (H),571,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),OVALLE,Del pueblo,D5,Coquimbo
12. NANCY DEL CARMEN DUMAN BRITO (M),280,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),OVALLE,Del pueblo,D5,Coquimbo
13. ALEX EDUARDO CORTES CARVAJAL (H),319,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),OVALLE,Del pueblo,D5,Coquimbo
14. LEONARDO ALEJANDRO PASTEN TORRES (H),268,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),OVALLE,Del pueblo,D5,Coquimbo
22. JOSEFA ANDREA FAUNDEZ ESPINOZA (M),1495,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PADRE HURTADO,Del pueblo,D14,Metropolitana
23. FRANCISCO JAVIER CAAMA�O ROJAS (H),1859,TRUE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PADRE HURTADO,Del pueblo,D14,Metropolitana
24. CAROLINA  LASSALLE ALCERRECA (M),443,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PADRE HURTADO,Del pueblo,D14,Metropolitana
25. RODRIGO ENRIQUE URZUA CHAVEZ (H),397,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PADRE HURTADO,Del pueblo,D14,Metropolitana
26. CLAUDIA ACEVEDO MORALES (M),687,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PADRE HURTADO,Del pueblo,D14,Metropolitana
1. LUZ ELIANA ALCA TURRA (M),364,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PADRE LAS CASAS,Del pueblo,D23,Araucania
2. HELMUTH JACOBO MARTINEZ LLANCAPAN (H),122,TRUE,ELIGE LA LISTA DEL PUEBLO (D23),PADRE LAS CASAS,Del pueblo,D23,Araucania
3. ROSSANA ANGELICA BETANCUR ESCOBAR (M),209,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PADRE LAS CASAS,Del pueblo,D23,Araucania
4. ALEJANDRO MAURICIO MELLADO GATICA (H),185,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PADRE LAS CASAS,Del pueblo,D23,Araucania
5. MARCELA DEL CARMEN LEPILAF PILQUIMAN (M),343,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PADRE LAS CASAS,Del pueblo,D23,Araucania
6. MARIO JAVIER FLORES CHAVEZ (H),175,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PADRE LAS CASAS,Del pueblo,D23,Araucania
7. XIMENA ALARCON FUENTEALBA (M),214,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),PADRE LAS CASAS,Del pueblo,D23,Araucania
8. IVANNA DANIELA OLIVARES MIRANDA (M),166,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),PAIHUANO,Del pueblo,D5,Coquimbo
9. DANIEL ALEJANDRO BRAVO SILVA (H),81,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),PAIHUANO,Del pueblo,D5,Coquimbo
10. MARIA CONSUELO INFANTE CORREA (M),73,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),PAIHUANO,Del pueblo,D5,Coquimbo
11. DIEGO IGNACIO FIGUEROA BEECHER (H),64,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),PAIHUANO,Del pueblo,D5,Coquimbo
12. NANCY DEL CARMEN DUMAN BRITO (M),107,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),PAIHUANO,Del pueblo,D5,Coquimbo
13. ALEX EDUARDO CORTES CARVAJAL (H),20,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),PAIHUANO,Del pueblo,D5,Coquimbo
14. LEONARDO ALEJANDRO PASTEN TORRES (H),32,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),PAIHUANO,Del pueblo,D5,Coquimbo
10. NICOLE ALEJANDRA CORNEJO PINO (M),188,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),PAILLACO,Del pueblo,D24,Los Rios
11. EDUARDO ENRIQUE RAMIREZ BLAMEY (H),57,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),PAILLACO,Del pueblo,D24,Los Rios
12. PATRICIA CECILIA VELOSO ESTUARDO (M),236,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),PAILLACO,Del pueblo,D24,Los Rios
13. RICARDO ESTEBAN VENEGAS CURRIHUIL (H),35,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),PAILLACO,Del pueblo,D24,Los Rios
14. VANNIA LORENA PACHECO BUSTOS (M),57,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),PAILLACO,Del pueblo,D24,Los Rios
15. FREDDY ANDRES SANDOVAL GONZALEZ (H),34,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),PAILLACO,Del pueblo,D24,Los Rios
22. JOSEFA ANDREA FAUNDEZ ESPINOZA (M),607,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PAINE,Del pueblo,D14,Metropolitana
23. FRANCISCO JAVIER CAAMA�O ROJAS (H),688,TRUE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PAINE,Del pueblo,D14,Metropolitana
24. CAROLINA  LASSALLE ALCERRECA (M),271,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PAINE,Del pueblo,D14,Metropolitana
25. RODRIGO ENRIQUE URZUA CHAVEZ (H),323,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PAINE,Del pueblo,D14,Metropolitana
26. CLAUDIA ACEVEDO MORALES (M),389,FALSE,LA LISTA DEL PUEBLO DISTRITO 14 (D14),PAINE,Del pueblo,D14,Metropolitana
1. ADRIANA CAMILA AMPUERO BARRIENTOS (M),7,TRUE,INSULARES E INDEPENDIENTES (D26),PALENA,Del pueblo,D26,Los Lagos
2. CHRISTIAN ALEJANDRO RUIZ BAHAMONDE (H),7,FALSE,INSULARES E INDEPENDIENTES (D26),PALENA,Del pueblo,D26,Los Lagos
3. CLEMENTINA LEPIO MILIPICHUN (M),0,FALSE,INSULARES E INDEPENDIENTES (D26),PALENA,Del pueblo,D26,Los Lagos
4. DIEGO NICOLAS VALLEJOS GUZMAN (H),4,FALSE,INSULARES E INDEPENDIENTES (D26),PALENA,Del pueblo,D26,Los Lagos
5. NOELIA DEL CARMEN OJEDA VARGAS (M),1,FALSE,INSULARES E INDEPENDIENTES (D26),PALENA,Del pueblo,D26,Los Lagos
6. MIGUEL ANGEL MALDONADO CATALAN (H),0,FALSE,INSULARES E INDEPENDIENTES (D26),PALENA,Del pueblo,D26,Los Lagos
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),128,TRUE,CORRIENTES INDEPENDIENTES (D16),PALMILLA,Del pueblo,D16,OHiggins
27. IANCU ANDRES CORDESCU DONOSO (H),38,FALSE,CORRIENTES INDEPENDIENTES (D16),PALMILLA,Del pueblo,D16,OHiggins
28. FLOR MARIA ILIC GARCIA (M),74,FALSE,CORRIENTES INDEPENDIENTES (D16),PALMILLA,Del pueblo,D16,OHiggins
29. CADUDZZI OSVALDO SALAS VERA (H),66,FALSE,CORRIENTES INDEPENDIENTES (D16),PALMILLA,Del pueblo,D16,OHiggins
30. KATHERINE ELIZABETH VILLIBARES VILLIBARES (M),35,FALSE,CORRIENTES INDEPENDIENTES (D16),PALMILLA,Del pueblo,D16,OHiggins
31. FRANCISCO GUILLERMO VALENZUELA AVILA (H),56,FALSE,CORRIENTES INDEPENDIENTES (D16),PALMILLA,Del pueblo,D16,OHiggins
10. NICOLE ALEJANDRA CORNEJO PINO (M),516,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),PANGUIPULLI,Del pueblo,D24,Los Rios
11. EDUARDO ENRIQUE RAMIREZ BLAMEY (H),111,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),PANGUIPULLI,Del pueblo,D24,Los Rios
12. PATRICIA CECILIA VELOSO ESTUARDO (M),211,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),PANGUIPULLI,Del pueblo,D24,Los Rios
13. RICARDO ESTEBAN VENEGAS CURRIHUIL (H),92,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),PANGUIPULLI,Del pueblo,D24,Los Rios
14. VANNIA LORENA PACHECO BUSTOS (M),106,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),PANGUIPULLI,Del pueblo,D24,Los Rios
15. FREDDY ANDRES SANDOVAL GONZALEZ (H),155,FALSE,LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24),PANGUIPULLI,Del pueblo,D24,Los Rios
1. LISETTE LORENA VERGARA RIQUELME (M),85,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PANQUEHUE,Del pueblo,D6,Valparaiso
2. CRISTOBAL PATRICIO ANDRADE LEON (H),84,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PANQUEHUE,Del pueblo,D6,Valparaiso
3. VALERIA ELISA RETAMALES CORDOVA (M),53,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PANQUEHUE,Del pueblo,D6,Valparaiso
4. MANUEL ALEJANDRO GATICA JORQUERA (H),36,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PANQUEHUE,Del pueblo,D6,Valparaiso
5. ALEXANDRA MARIANA PEREZ CEPEDA (M),49,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PANQUEHUE,Del pueblo,D6,Valparaiso
6. RUBEN SEBASTIAN MIRANDA VASQUEZ (H),52,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PANQUEHUE,Del pueblo,D6,Valparaiso
7. CORINA DEL PILAR SILVA FIGUEROA (M),25,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PANQUEHUE,Del pueblo,D6,Valparaiso
8. ALEXIS ADRIAN GARCIA OLIVARES (H),27,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PANQUEHUE,Del pueblo,D6,Valparaiso
9. LORENA PAZ VICENCIO ARRIAGADA (M),41,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PANQUEHUE,Del pueblo,D6,Valparaiso
1. LISETTE LORENA VERGARA RIQUELME (M),84,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PAPUDO,Del pueblo,D6,Valparaiso
2. CRISTOBAL PATRICIO ANDRADE LEON (H),30,TRUE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PAPUDO,Del pueblo,D6,Valparaiso
3. VALERIA ELISA RETAMALES CORDOVA (M),25,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PAPUDO,Del pueblo,D6,Valparaiso
4. MANUEL ALEJANDRO GATICA JORQUERA (H),36,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PAPUDO,Del pueblo,D6,Valparaiso
5. ALEXANDRA MARIANA PEREZ CEPEDA (M),35,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PAPUDO,Del pueblo,D6,Valparaiso
6. RUBEN SEBASTIAN MIRANDA VASQUEZ (H),21,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PAPUDO,Del pueblo,D6,Valparaiso
7. CORINA DEL PILAR SILVA FIGUEROA (M),46,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PAPUDO,Del pueblo,D6,Valparaiso
8. ALEXIS ADRIAN GARCIA OLIVARES (H),26,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PAPUDO,Del pueblo,D6,Valparaiso
9. LORENA PAZ VICENCIO ARRIAGADA (M),58,FALSE,INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6),PAPUDO,Del pueblo,D6,Valparaiso
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),102,TRUE,CORRIENTES INDEPENDIENTES (D16),PAREDONES,Del pueblo,D16,OHiggins
27. IANCU ANDRES CORDESCU DONOSO (H),21,FALSE,CORRIENTES INDEPENDIENTES (D16),PAREDONES,Del pueblo,D16,OHiggins
